1.000,6.510,6.415
2.000,4.266,4.041
3.000,5.827,5.893
4.000,11.062,11.113
5.000,6.596,7.005
6.000,9.786,10.069
7.000,9.809,9.261
8.000,6.336,6.247
9.000,10.716,10.355
10.000,9.365,9.446
11.000,13.147,12.864
12.000,11.317,10.911
13.000,9.171,8.756
14.000,13.499,12.999
15.000,12.275,11.736
16.000,5.514,5.186
17.000,11.656,11.366
18.000,10.709,10.524
19.000,19.541,19.178
20.000,6.276,5.826
21.000,9.788,9.396
22.000,11.459,10.928
23.000,12.122,11.433
24.000,15.684,14.851
25.000,10.325,9.951
26.000,12.030,12.005
27.000,10.754,10.675
28.000,10.314,10.221
29.000,14.799,14.060
30.000,13.609,14.093
31.000,8.308,7.863
32.000,13.364,13.268
33.000,12.892,12.460
34.000,16.575,15.541
35.000,15.041,14.615
36.000,6.368,5.674
37.000,6.559,6.600
38.000,6.467,5.927
39.000,6.154,5.540
40.000,11.882,11.517
41.000,9.779,8.958
42.000,9.504,8.722
43.000,12.709,12.393
44.000,15.291,14.885
45.000,13.779,14.009
46.000,11.038,10.204
47.000,9.966,9.362
48.000,13.317,13.319
49.000,12.892,12.645
50.000,12.370,11.938
51.000,15.245,14.733
52.000,12.492,11.871
53.000,14.882,14.380
54.000,11.992,11.332
55.000,10.013,9.261
56.000,10.765,10.574
57.000,14.363,13.959
58.000,15.089,14.514
59.000,12.425,11.382
60.000,14.844,14.430
61.000,10.262,9.749
62.000,14.487,14.127
63.000,16.367,15.895
64.000,12.501,12.106
65.000,13.512,12.830
66.000,14.945,14.228
67.000,9.487,8.705
68.000,13.852,12.847
69.000,13.016,12.544
70.000,12.443,11.281
71.000,14.318,13.622
72.000,13.916,13.672
73.000,11.684,11.719
74.000,15.941,14.851
75.000,13.755,12.746
76.000,16.291,15.423
77.000,16.828,16.383
78.000,11.547,10.945
79.000,13.890,13.016
80.000,12.189,11.012
81.000,14.794,14.110
82.000,12.382,11.955
83.000,15.806,15.356
84.000,14.863,14.278
85.000,16.053,14.986
86.000,12.387,11.450
87.000,15.115,14.396
88.000,13.523,12.544
89.000,10.088,9.109
90.000,14.116,13.470
91.000,14.461,13.807
92.000,14.434,13.975
93.000,13.504,12.729
94.000,15.566,15.019
95.000,12.698,12.561
96.000,15.572,14.750
97.000,9.057,8.099
98.000,15.129,14.531
99.000,17.810,16.350
100.000,19.183,18.320
101.000,12.724,11.904
102.000,17.890,17.259
103.000,12.573,11.534
104.000,9.414,8.688
105.000,21.683,20.610
106.000,12.039,11.147
107.000,17.404,16.585
108.000,19.077,18.640
109.000,12.750,11.837
110.000,17.325,16.568
111.000,17.105,16.585
112.000,11.167,10.187
113.000,14.635,13.891
114.000,12.241,11.551
115.000,10.900,9.934
116.000,13.575,12.561
117.000,14.842,14.262
118.000,13.942,13.588
119.000,17.119,16.046
120.000,13.791,12.864
121.000,10.651,9.598
122.000,14.137,13.403
123.000,11.652,10.456
124.000,12.859,12.174
125.000,13.435,12.679
126.000,18.061,17.495
127.000,9.846,9.092
128.000,16.124,15.356
129.000,17.733,17.242
130.000,13.357,13.167
131.000,16.562,16.198
132.000,17.256,15.541
133.000,8.462,7.594
134.000,16.710,15.659
135.000,12.621,11.399
136.000,17.978,16.686
137.000,15.445,14.430
138.000,21.710,21.266
139.000,13.433,12.999
140.000,15.798,14.396
141.000,9.341,8.688
142.000,15.215,14.211
143.000,12.174,11.079
144.000,13.072,12.258
145.000,17.250,16.417
146.000,17.091,16.838
147.000,16.886,16.518
148.000,14.399,13.959
149.000,20.417,19.801
150.000,17.082,16.568
151.000,17.520,17.259
152.000,13.804,13.487
153.000,12.056,11.298
154.000,12.842,12.123
155.000,14.719,13.773
156.000,16.803,16.350
157.000,16.158,15.188
158.000,20.839,20.037
159.000,13.506,12.056
160.000,16.184,15.457
161.000,11.122,9.598
162.000,10.449,9.396
163.000,16.306,15.710
164.000,15.265,14.598
165.000,16.414,15.945
166.000,14.466,13.487
167.000,12.421,11.214
168.000,14.285,13.369
169.000,8.869,7.981
170.000,17.645,16.787
171.000,10.593,9.699
172.000,13.568,12.881
173.000,16.684,15.844
174.000,15.581,14.514
175.000,17.284,16.552
176.000,12.088,10.894
177.000,18.893,18.033
178.000,16.975,15.895
179.000,14.612,13.790
180.000,14.977,14.582
181.000,15.855,15.541
182.000,19.879,19.178
183.000,16.676,15.861
184.000,12.863,11.753
185.000,20.405,20.037
186.000,14.565,13.369
187.000,15.675,15.541
188.000,14.919,14.278
189.000,21.672,21.148
190.000,15.832,14.784
191.000,14.633,13.453
192.000,13.766,12.578
193.000,15.905,15.188
194.000,16.341,15.693
195.000,14.606,13.874
196.000,14.131,13.117
197.000,18.727,18.050
198.000,14.434,13.386
199.000,20.838,20.391
200.000,15.793,15.053
201.000,18.160,16.939
202.000,15.531,14.009
203.000,15.411,14.767
204.000,11.543,10.945
205.000,14.797,13.841
206.000,17.187,16.114
207.000,16.418,15.912
208.000,15.028,14.598
209.000,15.843,15.541
210.000,15.172,13.891
211.000,18.444,17.495
212.000,14.687,13.437
213.000,20.907,19.852
214.000,15.246,14.531
215.000,16.203,15.440
216.000,16.878,16.164
217.000,16.569,16.147
218.000,14.137,13.150
219.000,16.113,15.322
220.000,21.116,20.576
221.000,14.240,13.672
222.000,13.033,11.854
223.000,17.340,16.653
224.000,16.680,16.232
225.000,13.938,13.066
226.000,18.158,17.461
